enrollee_id,city,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours
11736,city_21,0.624,,No relevent experience,Full time course,High School,,7,,,never,46
26702,city_114,0.926,Other,Has relevent experience,no_enrollment,Graduate,STEM,16,100-500,Funded Startup,1,86
28750,city_2,0.7879999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,>4,126
8656,city_150,0.698,Male,Has relevent experience,no_enrollment,High School,,4,<10,Pvt Ltd,1,34
19357,city_37,0.794,,No relevent experience,Full time course,High School,,4,10/49,Early Stage Startup,never,86
16924,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,Arts,7,1000-4999,Pvt Ltd,3,21
24615,city_103,0.92,Female,No relevent experience,no_enrollment,Phd,STEM,17,100-500,NGO,4,16
12912,city_103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,1,,,1,50
11243,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,,2,20
22491,city_115,0.789,,No relevent experience,Full time course,Graduate,STEM,2,,,1,23
19698,city_160,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,6,10/49,Early Stage Startup,1,34
16502,city_21,0.624,Male,No relevent experience,no_enrollment,Graduate,STEM,6,,,never,36
9053,city_180,0.698,,No relevent experience,Full time course,Graduate,STEM,1,,,1,77
13799,city_105,0.794,Male,Has relevent experience,no_enrollment,Graduate,No Major,9,50-99,Pvt Ltd,2,212
19828,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,,,1,96
21288,city_74,0.579,,Has relevent experience,no_enrollment,Graduate,STEM,3,50-99,Pvt Ltd,1,62
31895,city_71,0.884,Male,No relevent experience,Full time course,Graduate,STEM,5,,,1,70
14059,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,50-99,Funded Startup,1,66
18704,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,50-99,Funded Startup,2,288
32001,city_103,0.92,,Has relevent experience,no_enrollment,Graduate,Business Degree,11,<10,Pvt Ltd,>4,11
14554,city_21,0.624,Male,Has relevent experience,Full time course,Masters,STEM,3,50-99,Pvt Ltd,1,100
18561,city_136,0.897,Male,No relevent experience,Full time course,Masters,Business Degree,5,,,1,21
25624,city_97,0.925,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,<10,Pvt Ltd,>4,161
33370,city_114,0.926,Male,No relevent experience,Full time course,High School,,6,,,1,264
16324,city_74,0.579,Male,Has relevent experience,Full time course,Graduate,STEM,5,100-500,Pvt Ltd,1,3
14954,city_83,0.923,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,100-500,,1,47
31397,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,<10,Pvt Ltd,>4,12
27726,city_41,0.8270000000000001,Male,Has relevent experience,no_enrollment,High School,,17,1000-4999,Pvt Ltd,1,50
19427,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,500-999,Pvt Ltd,1,48
21654,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,500-999,Pvt Ltd,1,87
29837,city_101,0.5579999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,100-500,Pvt Ltd,1,248
31706,city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,7,50-99,Pvt Ltd,2,26
27546,city_103,0.92,Male,No relevent experience,no_enrollment,Primary School,,1,,,never,43
12579,city_50,0.8959999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,,Pvt Ltd,>4,34
21591,city_114,0.926,,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,,>4,55
20041,city_21,0.624,Male,No relevent experience,Full time course,Masters,STEM,2,,,never,40
21051,city_90,0.698,Female,No relevent experience,Full time course,Graduate,STEM,9,,,never,224
1359,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10/49,Funded Startup,2,308
7867,city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,3,50-99,,1,48
32038,city_103,0.92,Female,No relevent experience,no_enrollment,Graduate,STEM,5,10/49,Early Stage Startup,1,34
22872,city_114,0.926,,No relevent experience,no_enrollment,High School,,3,50-99,Pvt Ltd,1,56
1133,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,1,62
17974,city_24,0.698,,Has relevent experience,no_enrollment,Masters,STEM,11,50-99,Pvt Ltd,1,15
5813,city_159,0.843,Male,No relevent experience,Full time course,Graduate,STEM,4,,,never,69
3466,city_114,0.926,,No relevent experience,,Graduate,STEM,<1,,,never,4
4400,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,6,100-500,Pvt Ltd,2,43
7562,city_28,0.939,Male,No relevent experience,Full time course,High School,,7,,,never,12
21348,city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,<1,10/49,Early Stage Startup,1,324
29224,city_103,0.92,Male,No relevent experience,no_enrollment,High School,,1,,,1,20
453,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,10000+,Pvt Ltd,1,24
134,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,50-99,Funded Startup,1,174
25701,city_114,0.926,Male,Has relevent experience,no_enrollment,High School,,15,10000+,Pvt Ltd,1,39
28870,city_103,0.92,,Has relevent experience,Part time course,Graduate,STEM,14,,Public Sector,1,47
25940,city_73,0.754,Male,Has relevent experience,no_enrollment,Masters,STEM,10,10000+,Pvt Ltd,1,10
16803,city_114,0.926,Male,No relevent experience,no_enrollment,Phd,STEM,4,5000-9999,Public Sector,1,54
10744,city_100,0.887,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,4,80
17740,city_21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,3,,,never,61
7326,city_75,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,>4,8
8789,city_103,0.92,,No relevent experience,Full time course,Masters,STEM,>20,100-500,NGO,2,48
5432,city_21,0.624,,No relevent experience,no_enrollment,Graduate,STEM,<1,,,2,25
19600,city_159,0.843,Male,Has relevent experience,no_enrollment,Masters,STEM,18,10000+,Pvt Ltd,4,7
23584,city_173,0.878,Male,No relevent experience,no_enrollment,,,2,,,never,53
1933,city_21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,<1,100-500,Pvt Ltd,never,32
21254,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Funded Startup,1,52
23691,city_21,0.624,,No relevent experience,Full time course,Masters,STEM,4,,,never,46
23109,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,1000-4999,Pvt Ltd,1,104
28922,city_104,0.924,Male,Has relevent experience,no_enrollment,Masters,Other,9,100-500,Pvt Ltd,4,7
4092,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,4,10000+,Pvt Ltd,2,264
31766,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,10/49,Early Stage Startup,1,34
24199,city_16,0.91,Male,No relevent experience,no_enrollment,Graduate,STEM,20,1000-4999,Pvt Ltd,2,14
16126,city_103,0.92,Male,No relevent experience,Part time course,Graduate,STEM,3,10000+,Pvt Ltd,2,24
25208,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,13,100-500,NGO,1,106
1719,city_75,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,50-99,Pvt Ltd,4,7
6825,city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,No Major,6,1000-4999,,never,19
20848,city_10,0.895,Female,Has relevent experience,no_enrollment,Graduate,STEM,12,50-99,Pvt Ltd,1,94
19328,city_114,0.926,Male,Has relevent experience,,Graduate,Arts,10,,,1,50
24678,city_16,0.91,,No relevent experience,no_enrollment,High School,,1,,,never,125
31057,city_21,0.624,,No relevent experience,Full time course,Graduate,STEM,6,10000+,Pvt Ltd,1,21
30244,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,1000-4999,Pvt Ltd,2,26
3077,city_104,0.924,Male,Has relevent experience,no_enrollment,Masters,STEM,9,50-99,Funded Startup,1,51
718,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,,,2,37
20916,city_116,0.743,,Has relevent experience,no_enrollment,Graduate,STEM,6,5000-9999,Pvt Ltd,1,64
20282,city_103,0.92,,No relevent experience,no_enrollment,Primary School,,4,,,never,13
25069,city_21,0.624,Male,Has relevent experience,Full time course,Graduate,Other,3,1000-4999,Pvt Ltd,1,57
905,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,10/49,Pvt Ltd,2,9
5473,city_67,0.855,Male,Has relevent experience,Part time course,Masters,STEM,20,,,2,308
16497,city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,2,10/49,Pvt Ltd,2,80
22309,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,>20,10000+,Pvt Ltd,4,40
26313,city_61,0.913,Male,No relevent experience,Full time course,High School,,3,,,never,97
29532,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,50-99,Pvt Ltd,4,33
3795,city_173,0.878,,Has relevent experience,Full time course,Graduate,STEM,9,,,1,26
18507,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,18,10/49,Pvt Ltd,2,102
3663,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,500-999,Pvt Ltd,>4,86
9448,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,50-99,Pvt Ltd,>4,28
12066,city_128,0.527,,Has relevent experience,no_enrollment,High School,,4,100-500,Pvt Ltd,2,38
22912,city_67,0.855,Male,No relevent experience,no_enrollment,High School,,2,,,never,34
15791,city_28,0.939,,Has relevent experience,no_enrollment,Graduate,STEM,12,10000+,Pvt Ltd,>4,64
17618,city_90,0.698,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,,,1,124
9064,city_105,0.794,,Has relevent experience,no_enrollment,Masters,Humanities,>20,10000+,Pvt Ltd,>4,17
20004,city_16,0.91,Male,Has relevent experience,Part time course,Graduate,STEM,3,100-500,Public Sector,3,84
8592,city_67,0.855,Male,No relevent experience,Full time course,High School,,2,10/49,Early Stage Startup,1,54
30181,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,10,1000-4999,Pvt Ltd,4,45
9476,city_114,0.926,Female,No relevent experience,Full time course,Graduate,STEM,2,,,2,125
15116,city_55,0.7390000000000001,,No relevent experience,Full time course,Graduate,STEM,7,,,2,83
4951,city_100,0.887,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,<10,Pvt Ltd,1,11
14993,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,500-999,Pvt Ltd,>4,4
33325,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Public Sector,1,102
11896,city_103,0.92,,No relevent experience,no_enrollment,High School,,7,,,1,40
4646,city_128,0.527,,Has relevent experience,Part time course,High School,,2,,,,50
19522,city_67,0.855,Male,Has relevent experience,no_enrollment,Masters,STEM,13,,Pvt Ltd,4,8
19562,city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,8,<10,Early Stage Startup,1,84
5971,city_28,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,2,36
4418,city_160,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,,,>4,77
22040,city_67,0.855,Male,Has relevent experience,no_enrollment,Masters,STEM,14,,,1,134
27885,city_73,0.754,Male,Has relevent experience,Part time course,Masters,STEM,5,100-500,Pvt Ltd,2,8
19834,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,5000-9999,Pvt Ltd,never,7
7587,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,NGO,1,17
14878,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,100-500,Pvt Ltd,1,51
12013,city_100,0.887,Male,No relevent experience,no_enrollment,Phd,STEM,>20,100-500,Public Sector,>4,70
27755,city_61,0.913,Male,No relevent experience,Full time course,Graduate,STEM,3,,,1,15
3771,city_160,0.92,,No relevent experience,no_enrollment,Graduate,STEM,<1,100-500,Public Sector,1,38
24863,city_73,0.754,Male,No relevent experience,Part time course,High School,,4,,,2,66
21781,city_11,0.55,Male,No relevent experience,Full time course,High School,,2,,,1,10
23578,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,50-99,Funded Startup,2,29
10307,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,5000-9999,Pvt Ltd,2,11
29599,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,>4,18
13012,city_103,0.92,,Has relevent experience,no_enrollment,Masters,STEM,3,10000+,Pvt Ltd,1,50
26272,city_75,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,10000+,Pvt Ltd,1,33
13432,city_19,0.682,,No relevent experience,Full time course,,,3,5000-9999,Pvt Ltd,never,29
6571,city_90,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,50-99,Pvt Ltd,1,47
22156,city_59,0.775,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,500-999,Pvt Ltd,2,108
2310,city_102,0.804,Female,Has relevent experience,no_enrollment,Graduate,STEM,5,50-99,Pvt Ltd,never,62
6422,city_103,0.92,Male,No relevent experience,no_enrollment,Primary School,,5,,,never,99
24236,city_21,0.624,Male,No relevent experience,no_enrollment,Graduate,STEM,1,10/49,Early Stage Startup,1,44
2693,city_114,0.926,Male,Has relevent experience,Part time course,Graduate,STEM,9,5000-9999,Pvt Ltd,1,17
21553,city_83,0.923,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,100-500,Pvt Ltd,>4,7
24598,city_7,0.647,,Has relevent experience,no_enrollment,Graduate,STEM,12,,,3,133
28476,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Arts,5,,,2,72
9415,city_98,0.949,,Has relevent experience,no_enrollment,Masters,STEM,>20,,,>4,70
15181,city_41,0.8270000000000001,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,100-500,Pvt Ltd,4,18
28502,city_13,0.8270000000000001,Male,No relevent experience,no_enrollment,Graduate,STEM,12,50-99,Pvt Ltd,1,51
29178,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,>4,51
22787,city_136,0.897,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,1,36
1169,city_1,0.847,Male,Has relevent experience,Full time course,Masters,STEM,12,500-999,Public Sector,never,58
32110,city_10,0.895,,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,>4,40
1471,city_73,0.754,Male,Has relevent experience,Part time course,Graduate,Humanities,11,,,>4,166
5785,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,20,,,1,64
5013,city_104,0.924,Male,Has relevent experience,no_enrollment,Graduate,No Major,5,50-99,,1,288
22798,city_114,0.926,,Has relevent experience,no_enrollment,Masters,STEM,11,50-99,Pvt Ltd,1,91
20369,city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,7,10000+,,1,35
24328,city_114,0.926,Male,No relevent experience,no_enrollment,High School,,3,50-99,Pvt Ltd,1,112
2541,city_75,0.939,Male,No relevent experience,no_enrollment,Primary School,,3,,,never,68
22186,city_103,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,16,,,>4,28
29759,city_100,0.887,Male,Has relevent experience,Part time course,High School,,16,,,never,102
12365,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,10000+,Pvt Ltd,1,48
30894,city_90,0.698,Male,No relevent experience,Full time course,Masters,STEM,3,,,never,108
22399,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,100-500,Pvt Ltd,1,67
16627,city_103,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,>4,13
27535,city_16,0.91,Male,No relevent experience,Full time course,High School,,12,,,never,42
21104,city_103,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Public Sector,1,66
25672,city_16,0.91,Male,Has relevent experience,no_enrollment,High School,,8,100-500,Pvt Ltd,>4,111
25261,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,10000+,Pvt Ltd,4,112
23662,city_103,0.92,,Has relevent experience,,Masters,Humanities,<1,50-99,Funded Startup,1,34
31771,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,1000-4999,Pvt Ltd,1,182
33075,city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,9,<10,Pvt Ltd,1,47
31288,city_84,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,100-500,Pvt Ltd,>4,15
16114,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,8,10000+,Pvt Ltd,1,7
9067,city_74,0.579,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,10/49,,,57
16025,city_103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,10,,,never,87
5743,city_21,0.624,Female,Has relevent experience,Full time course,Graduate,STEM,8,100-500,Pvt Ltd,1,33
24312,city_48,0.493,Male,Has relevent experience,no_enrollment,High School,,4,,,1,105
26524,city_75,0.939,Male,No relevent experience,Part time course,Graduate,STEM,>20,50-99,Pvt Ltd,1,122
32031,city_103,0.92,Other,Has relevent experience,no_enrollment,Graduate,Other,>20,,,>4,34
12487,city_104,0.924,,Has relevent experience,no_enrollment,Graduate,Humanities,3,500-999,Pvt Ltd,2,3
16640,city_141,0.763,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,50-99,Pvt Ltd,1,46
22782,city_36,0.893,Male,No relevent experience,Full time course,Masters,STEM,7,500-999,Public Sector,1,35
618,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,>20,,,>4,31
5773,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,10000+,Pvt Ltd,1,55
23626,city_7,0.647,Male,Has relevent experience,no_enrollment,Masters,STEM,6,<10,Pvt Ltd,1,15
16879,city_103,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,2,10/49,Pvt Ltd,1,5
14960,city_21,0.624,Male,No relevent experience,Full time course,High School,,3,,,1,95
6357,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,,,never,37
20947,city_136,0.897,Male,No relevent experience,no_enrollment,High School,,4,,,never,42
24963,city_21,0.624,Female,Has relevent experience,no_enrollment,,,5,,,1,39
23377,city_90,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Public Sector,3,24
20934,city_103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,6,,,never,2
28314,city_97,0.925,Male,Has relevent experience,no_enrollment,High School,,>20,50-99,NGO,>4,88
26675,city_103,0.92,Female,No relevent experience,Full time course,Graduate,STEM,2,,,1,21
4884,city_103,0.92,Male,Has relevent experience,Part time course,Masters,STEM,>20,50-99,Pvt Ltd,2,50
4557,city_149,0.6890000000000001,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,<10,Pvt Ltd,never,34
18673,city_104,0.924,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,500-999,,1,54
11101,city_144,0.84,Male,Has relevent experience,no_enrollment,Masters,STEM,7,10/49,Funded Startup,1,100
16682,city_116,0.743,,No relevent experience,no_enrollment,Masters,Humanities,3,,,2,34
23112,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,1,324
24936,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,3,50-99,Funded Startup,1,88
15513,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,15,10/49,Pvt Ltd,2,96
33041,city_103,0.92,Male,No relevent experience,no_enrollment,High School,,4,,,2,28
21365,city_90,0.698,,No relevent experience,no_enrollment,Graduate,STEM,4,,,never,23
19905,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,1000-4999,Pvt Ltd,>4,62
21055,city_90,0.698,,Has relevent experience,Full time course,Graduate,STEM,3,50-99,Pvt Ltd,1,20
11917,city_98,0.949,Male,No relevent experience,Full time course,Graduate,STEM,6,,,1,13
14745,city_21,0.624,Female,No relevent experience,Full time course,Masters,STEM,6,10/49,Pvt Ltd,1,29
3348,city_28,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,10/49,Funded Startup,1,122
30876,city_11,0.55,,Has relevent experience,Full time course,Graduate,STEM,4,10/49,Pvt Ltd,,7
19088,city_16,0.91,,Has relevent experience,no_enrollment,Graduate,STEM,4,50-99,Pvt Ltd,2,20
26444,city_149,0.6890000000000001,,Has relevent experience,Full time course,Masters,STEM,3,10/49,Public Sector,>4,56
29593,city_74,0.579,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,10000+,Pvt Ltd,1,202
30522,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,,,1,76
3910,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Other,4,10/49,,1,29
7127,city_46,0.762,,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,NGO,1,22
5147,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,2,20
19539,city_28,0.939,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,500-999,Pvt Ltd,>4,9
4656,city_114,0.926,Male,No relevent experience,no_enrollment,High School,,6,,Pvt Ltd,never,28
202,city_67,0.855,Male,No relevent experience,no_enrollment,Masters,STEM,>20,10/49,Funded Startup,>4,78
4124,city_67,0.855,Male,No relevent experience,,High School,,7,,,never,18
27651,city_16,0.91,,No relevent experience,no_enrollment,Graduate,STEM,14,100-500,Pvt Ltd,1,196
7,city_136,0.897,Male,Has relevent experience,Full time course,Masters,STEM,13,,,1,18
30014,city_100,0.887,Male,Has relevent experience,Part time course,Graduate,STEM,10,<10,,1,3
1068,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,100-500,Pvt Ltd,1,4
11699,city_160,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,>4,58
24580,city_136,0.897,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,>4,156
23641,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,never,18
26587,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,50-99,Funded Startup,4,79
13158,city_16,0.91,Male,No relevent experience,no_enrollment,High School,,<1,,,2,39
28633,city_21,0.624,Male,Has relevent experience,Full time course,Masters,STEM,8,100-500,Pvt Ltd,2,41
12049,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Funded Startup,1,126
5903,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,5000-9999,Pvt Ltd,3,67
27365,city_114,0.926,,No relevent experience,Part time course,Graduate,STEM,13,500-999,Pvt Ltd,>4,36
17201,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,100-500,Pvt Ltd,never,2
27597,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,Other,15,1000-4999,Pvt Ltd,1,145
21132,city_71,0.884,Male,No relevent experience,Full time course,High School,,8,,,1,113
700,city_136,0.897,Male,Has relevent experience,no_enrollment,Graduate,STEM,18,500-999,Pvt Ltd,>4,23
8165,city_69,0.856,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,,,2,22
9721,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,Arts,>20,1000-4999,NGO,>4,50
22146,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,4,5000-9999,Pvt Ltd,2,62
6664,city_71,0.884,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,<10,,4,80
22408,city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,9,1000-4999,Pvt Ltd,4,20
20312,city_175,0.7759999999999999,Male,Has relevent experience,Part time course,Graduate,STEM,10,<10,Pvt Ltd,1,31
21403,city_101,0.5579999999999999,Male,Has relevent experience,Full time course,Graduate,STEM,4,<10,,2,19
14104,city_103,0.92,,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,3,85
8902,city_103,0.92,Male,No relevent experience,no_enrollment,,,1,,,never,25
11499,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,<10,Pvt Ltd,2,76
7115,city_173,0.878,,No relevent experience,no_enrollment,Primary School,,4,50-99,,2,8
3716,city_46,0.762,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,10/49,Early Stage Startup,1,23
23556,city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Other,4,37
20636,city_173,0.878,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,,,,45
29447,city_28,0.939,Male,No relevent experience,no_enrollment,Phd,STEM,>20,100-500,Public Sector,>4,46
17227,city_80,0.847,Male,No relevent experience,no_enrollment,Graduate,STEM,20,10000+,Pvt Ltd,never,9
23126,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Arts,>20,100-500,Funded Startup,1,28
24481,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,9,100-500,Pvt Ltd,4,104
13700,city_24,0.698,Male,No relevent experience,Full time course,High School,,5,100-500,Pvt Ltd,1,46
11430,city_103,0.92,Male,Has relevent experience,no_enrollment,Primary School,,12,,,1,70
9284,city_67,0.855,,No relevent experience,Full time course,Graduate,STEM,5,,,3,54
22494,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,500-999,Funded Startup,1,5
14553,city_23,0.899,,No relevent experience,no_enrollment,Graduate,STEM,4,,,never,83
28914,city_103,0.92,Male,No relevent experience,no_enrollment,,,<1,,,never,79
16281,city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,6,100-500,Pvt Ltd,2,18
23916,city_98,0.949,,No relevent experience,no_enrollment,Graduate,STEM,10,,,1,268
31429,city_41,0.8270000000000001,Male,Has relevent experience,Part time course,Graduate,STEM,5,100-500,NGO,1,94
20988,city_103,0.92,Male,No relevent experience,Part time course,High School,,3,,,1,24
23958,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,100-500,Funded Startup,1,48
12327,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,>4,18
19629,city_136,0.897,,No relevent experience,Part time course,Masters,STEM,7,10/49,,1,16
32076,city_11,0.55,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,50-99,Pvt Ltd,1,40
6821,city_75,0.939,Other,Has relevent experience,no_enrollment,Graduate,STEM,>20,<10,Public Sector,>4,13
16094,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,15,50-99,Pvt Ltd,3,17
7029,city_21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,2,,,never,29
15279,city_103,0.92,,No relevent experience,,,,1,,,never,30
22059,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,50-99,Pvt Ltd,1,43
2720,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,7,<10,Early Stage Startup,1,4
11991,city_65,0.802,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,<10,Pvt Ltd,4,141
25233,city_21,0.624,,Has relevent experience,no_enrollment,Masters,STEM,<1,<10,Early Stage Startup,never,118
5181,city_101,0.5579999999999999,Male,No relevent experience,no_enrollment,Primary School,,4,,,1,40
2323,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,100-500,Pvt Ltd,never,38
